260149911914414080	43952467	neutral
252869706061578240	56377038	positive
262873851824836608	626312773	objective-OR-neutral
250341283137212416	211201889	positive
263238337303805954	76288540	objective
263819592219099136	596645024	objective-OR-neutral
262500699470966784	270423658	positive
259270296127819776	313598778	positive
241148099463090176	377405172	objective-OR-neutral
263305335975071746	368593880	negative
200031568482414593	89051322	objective
228966369205575680	631021211	negative
236385831131156480	231018496	objective-OR-neutral
248972024297431040	65528374	positive
168356477470375936	146114571	positive
251188345705750528	76545269	negative
257109306271485952	39185755	positive
194439687853703168	452350609	positive
263313343241154562	299012137	positive
263855452822073344	249450101	negative
195155639985647617	90353808	positive
251154711175106560	627630645	positive
243833330007699457	144615708	negative
260533648720285697	596931391	objective-OR-neutral
260110815250743297	272448637	positive
237726495244685313	228203206	negative
223236843628535809	268071697	positive
231539893753503744	144622202	negative
256555035578728449	63035415	objective-OR-neutral
161712465678303233	45130743	positive
263336743003115521	750107720	positive
264150773720563712	434062097	objective-OR-neutral
262871005490454528	265251610	objective-OR-neutral
201758321743630336	15764509	positive
251143201057030145	152694676	objective-OR-neutral
246005635764858880	277267176	objective-OR-neutral
257991896759169024	84746853	positive
167781636413472768	267677604	objective
264107744376803329	81336940	positive
262646570460262401	19450276	objective-OR-neutral
260503781429608448	26140245	neutral
253310466024169472	401099806	positive
263332884411215873	436975790	objective-OR-neutral
260832035642413056	267357551	positive
263962593155219456	119519641	positive
264105877722771456	770079542	objective-OR-neutral
261452792298864640	127567306	positive
176884776194686976	29635577	objective
263610585143459843	68244172	positive
199829528468656129	108914234	objective-OR-neutral
264157367481012224	577546457	negative
194408371309379584	424921875	objective
263553226576633856	32864602	neutral
258711684561117185	455355998	positive
264064628336779264	242906865	objective-OR-neutral
241711277532119040	757089673	positive
209857634889764864	40256296	objective
264251347195551744	76587091	positive
251727127060303873	733817984	objective-OR-neutral
264003998720348160	58830533	neutral
263984722617712640	394763270	neutral
261119659175206912	62417515	objective-OR-neutral
263439080988217345	271946326	neutral
241654742110064640	137506129	objective-OR-neutral
263998344404291585	427621336	negative
243795816576348160	37448987	positive
263833536962895872	18709732	positive
188863888765370368	247855533	positive
240515102988697601	550957683	positive
264165994702979072	407998827	positive
167545861423890432	321496438	neutral
263996792373387264	859096723	objective
264155228813795328	574029111	neutral
263636007587549185	312872826	objective-OR-neutral
263043753781104640	65110784	objective-OR-neutral
